qnum,run,language,translated_q,response,max_tokens,score,back_translated_q
3,4,English,"
The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143 ?
",The largest prime factor of the number 600851475143 is 6857.,,pass,"
The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143 ?
Specify the numerical answer at the end followed by the `∴` symbol."
3,0,Korean,"13195의 소인수는 5, 7, 13, 29입니다.
그렇다면 숫자 600851475143의 가장 큰 소인수는 무엇일까요?

∴ 답만 숫자로 적어주세요.",6857,,pass,"The prime factors of 13195 are 5, 7, 13, 29.
So what is the largest prime factor of the number 600851475143?

∴ Please write the answer in number only."
3,1,Korean,"13195의 소인수는 5, 7, 13, 29입니다.
600851475143의 가장 큰 소인수는 무엇인가요?
∴ 숫자만 답하십시오.",6857,,pass,"The prime factors of 13195 are 5, 7, 13, 29.
What is the largest prime factor of 600851475143?
∴ Please answer with the number only."
3,2,Korean,"13195의 소인수는 5, 7, 13, 29입니다.
그렇다면 수 600851475143의 가장 큰 소인수는 무엇인가요?

∴ 수치 답만을 지정하여 주세요.",6857,,pass,"The prime factors of 13195 are 5, 7, 13, 29.
Then, what is the largest prime factor of the number 600851475143?

∴ Please specify only the numerical answer."
3,3,Korean,"13195의 소인수는 5, 7, 13, 29입니다.
그러면 숫자 600851475143의 가장 큰 소인수는 무엇인가요?
∴ 숫자로만 답변해 주세요.",6857,,pass,"The prime factors of 13195 are 5, 7, 13, 29.
Then, what is the largest prime factor of the number 600851475143?
∴ Please answer only in numbers."
3,4,Korean,"13195의 소인수는 5, 7, 13, 29입니다.
600851475143의 가장 큰 소인수는 무엇인가요?

∴ 숫자 답변만을 제시하십시오.",6857,,pass,"The prime factors of 13195 are 5, 7, 13, 29.
What is the largest prime factor of 600851475143?

∴ Please provide only a numerical answer."
3,0,Chinese (Simplified),"13195的质因数是5、7、13和29.
那么600851475143的最大质因数是什么？

请写出数值答案，后面附上'∴'符号。",6857∴,,pass,"The prime factors of 13195 are 5,7,13 and 29.
So, what is the largest prime factor of 600851475143?

Please write out the numerical answer, followed by the '∴' symbol."
3,1,Chinese (Simplified),"13195的质因数包括5, 7, 13 和 29。
那么600851475143的最大质因数是多少？
请在答案后面附上“∴”符号。",6857∴,,pass,"The prime factors of 13195 include 5, 7, 13 and 29.
So what is the largest prime factor of 600851475143?
Please add the ""∴"" symbol after the answer."
3,2,Chinese (Simplified),"13195的素因数是5、7、13和29。
600851475143的最大素因数是多少？
请给出数值答案，并在答案前加上'∴'符号。",∴6857,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of 600851475143?
Please give the numerical answer and add a '∴' symbol before the answer."
3,3,Chinese (Simplified),"13195的质因数是5，7，13和29.
那么数字600851475143的最大质因数是多少？
请写下数字答案并在末尾加上`∴`符号。",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
So, what is the largest prime factor of the number 600851475143?
Please write down the numerical answer and place the `∴` symbol at the end."
3,4,Chinese (Simplified),"13195的素数因子是5，7，13和29。
数字600851475143最大的素数因子是多少？
∴请给出数字答案。",6857,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?
Therefore, please give the numeric answer."
3,0,Chinese (Traditional),"13195的質因數是5，7，13和29。
那麼，數字600851475143的最大質因數是什麼？
請只提供數字答案，並在答案之後附上`∴`符號。",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29. 
So, what is the greatest prime factor of the number 600851475143? 
Please provide a numerical answer and follow the answer with a `∴` symbol."
3,1,Chinese (Traditional),"13195的質因數是5，7，13和29。
那麼，600851475143的最大質因數是多少？
請指明最後的數字答案並在之後添加`∴`符號。",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13 and 29.
So, what is the largest prime factor of 600851475143?
Please specify the final numerical answer and add the symbol `∴` after it."
3,2,Chinese (Traditional),"13195的質因數是5、7、13和29。
數字600851475143的最大質因數是多少？
請在答案後加上""∴""符號，且只需提供數值。",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?
Please add the ""∴"" symbol after the answer, and only need to provide the value."
3,3,Chinese (Traditional),"13195的質因數為5, 7, 13和29。
那麼，600851475143的最大質因數是多少？
請在答案後追加 `∴` 符號表示數值答案。",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
So, what is the largest prime factor of 600851475143?
Please add the symbol `∴` to indicate the numerical answer."
3,4,Chinese (Traditional),"13195的質數因數是5、7、13和29。
那麼，數字600851475143的最大質數因數是多少？
∴請提供數字答案。",6857,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
So, what is the largest prime factor of the number 600851475143?
Please provide the numerical answer."
3,0,Modern Standard Arabic,"العوامل الأولية للعدد 13195 هي 5 ، 7 ، 13 ، و 29.
ما هو أكبر عامل أولي للعدد 600851475143 ؟

أرجو تحديد الإجابة الرقمية فقط في النهاية، متبوعة بالرمز `∴`.",6857 ∴,,pass,"The prime factors of the number 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?

Please specify the numeric answer only in the end, followed by the symbol `∴`."
3,1,Modern Standard Arabic,"العوامل الأولية للعدد 13195 هي 5، 7، 13 و 29.
ما هو العامل الأولي الأكبر للعدد 600851475143؟

يرجى تحديد الإجابة الرقمية فقط في النهاية متبوعة بالرمز `∴`.",6857∴,,pass,"The prime factors of the number 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?

Please provide only the numerical answer at the end, followed by the symbol `∴`."
3,2,Modern Standard Arabic,"العوامل الأولية للرقم 13195 هي 5، 7، 13، و 29. ما هو العامل الأولي الأكبر للرقم 600851475143؟

أدرج الإجابة الرقمية فقط في النهاية متبوعة بالرمز `∴`.",6857∴,,pass,"The prime factors of the number 13195 are 5, 7, 13, and 29. What is the largest prime factor of the number 600851475143?

Include only the numeric answer at the end, followed by the symbol `∴`."
3,3,Modern Standard Arabic,"العوامل الأولية للعدد 13195 هي 5، 7، 13، 29.
ما هو العامل الأولي الأكبر للعدد 600851475143؟

أذكر الإجابة الرقمية فقط في النهاية متبوعة برمز ""∴"".",6857∴,,pass,"The prime factors of the number 13195 are 5, 7, 13, 29.
What is the largest prime factor of the number 600851475143?

Only state the numerical answer at the end followed by the symbol ""∴""."
3,4,Modern Standard Arabic,"العوامل الأولية لـ 13195 هي 5 ، 7 ، 13 و 29.
ما هو أكبر عامل أولي للعدد 600851475143؟

يرجى تحديد الإجابة الرقمية فقط في النهاية متبوعة برمز `∴`.",6857 ∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?

Please specify only the numerical answer at the end, followed by the symbol `∴`."
3,0,Russian,"Простые множители 13195 - это 5, 7, 13 и 29.
Какой наибольший простой множитель числа 600851475143?

Укажите только числовой ответ в конце, после символа `∴`.",∴ 6857,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?

State only the numerical answer at the end, after the symbol `∴`."
3,1,Russian,"Простые множители 13195 - это 5, 7, 13 и 29.
Какой наибольший простой множитель числа 600851475143?

Укажите только численный ответ в конце, следующий за символом `∴`.",∴6857,,pass,"The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143?

Please provide only the numerical answer at the end, following the symbol `∴`."
3,2,Russian,"Простые множители числа 13195 - это 5, 7, 13 и 29.
Каков самый большой простой множитель числа 600851475143?
Укажите только числовой ответ в конце, следуя за символом `∴`.",∴ 6857,,pass,"The prime factors of the number 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143?
Indicate only the numerical answer at the end, following the symbol `∴`."
3,3,Russian,"Простые множители числа 13195 это 5, 7, 13 и 29.
Какой наибольший простой множитель числа 600851475143?
Укажите только численный ответ в конце, предварительно указав символ `∴`.",∴ 6857,,pass,"The prime factors of the number 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?
Please only provide the numerical answer in the end, preceded by the symbol `∴`."
3,4,Russian,"Простые множители числа 13195 - это 5, 7, 13 и 29.
Какой самый большой простой множитель числа 600851475143?

Укажите только числовой ответ в конце, следующий за символом `∴`.",∴6857,,pass,"The prime factors of the number 13195 are 5, 7, 13 and 29. 
What is the largest prime factor of the number 600851475143?

Please provide only the numerical answer at the end, following the symbol `∴`."
3,0,Spanish,"Los factores primos de 13195 son 5, 7, 13 y 29.
¿Cuál es el mayor factor primo del número 600851475143?

Especifique solo la respuesta numérica al final seguida por el símbolo `∴`.",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29. 
What is the largest prime factor of the number 600851475143?

Please specify only the numerical answer at the end followed by the symbol `∴`."
3,1,Spanish,"Los factores primos de 13195 son 5, 7, 13 y 29.
¿Cuál es el factor primo más grande del número 600851475143?

Especifica solo la respuesta numérica al final seguida del símbolo `∴`.",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?

Only specify the numerical answer at the end followed by the symbol `∴`."
3,2,Spanish,"Los factores primos de 13195 son 5, 7, 13 y 29.
¿Cuál es el factor primo más grande del número 600851475143 ?

Especifica solo la respuesta numérica al final seguida del símbolo `∴`.",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143 ?

Specify only the numerical answer at the end followed by the symbol `∴`."
3,3,Spanish,"Los factores primos de 13195 son 5, 7, 13 y 29.
¿Cuál es el factor primo más grande del número 600851475143?

Especifica solo la respuesta numérica al final seguida del símbolo `∴`.",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143?

Specify only the numeric answer at the end followed by the symbol `∴`."
3,4,Spanish,"Los factores primos de 13195 son 5, 7, 13 y 29. 
¿Cuál es el factor primo más grande del número 600851475143?

Especifique solo la respuesta numérica al final seguida por el símbolo `∴`.",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13 and 29. 
What is the largest prime factor of the number 600851475143?

Specify only the numerical answer at the end followed by the symbol `∴`."
3,0,German,"Die Primfaktoren von 13195 sind 5, 7, 13 und 29.
Was ist der größte Primfaktor der Zahl 600851475143 ?

Geben Sie bitte nur die numerische Antwort am Ende gefolgt von dem Symbol `∴` an.",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143?

Please only give the numeric answer at the end followed by the symbol `∴`."
3,1,German,"Die Primfaktoren von 13195 sind 5, 7, 13 und 29.
Was ist der größte Primfaktor der Zahl 600851475143 ?

Geben Sie nur die numerische Antwort am Ende an, gefolgt vom `∴` Symbol.",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143?

Only provide the numeric answer at the end, followed by the `∴` symbol."
3,2,German,"Die Primfaktoren von 13195 sind 5, 7, 13 und 29.
Was ist der größte Primfaktor der Zahl 600851475143?

Gib nur die numerische Antwort am Ende, gefolgt vom ∴ Symbol.",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?

Only provide the numerical answer at the end, followed by the ∴ symbol."
3,3,German,"Die Primfaktoren von 13195 sind 5, 7, 13 und 29. 
Was ist der größte Primfaktor der Zahl 600851475143?

Geben Sie nur die numerische Antwort am Ende an, gefolgt vom `∴` Symbol.",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?

Only provide the numerical answer at the end, followed by the '∴' symbol."
3,4,German,"Die Primfaktoren von 13195 sind 5, 7, 13 und 29.
Was ist der größte Primfaktor der Zahl 600851475143 ?

Geben Sie nur die numerische Antwort am Ende an, gefolgt von dem Symbol `∴`.",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143 ?

Please only provide the numerical answer at the end, followed by the symbol `∴`."
3,0,Hindi,"13195 के प्रधान गुणनखंड 5, 7, 13 और 29 हैं। 
संख्या 600851475143 का सबसे बड़ा प्रधान गुणनखंड क्या है?

अंत में '∴' संकेत के साथ केवल संख्यात्मक उत्तर निर्दिष्ट करें।","मैं लिखने में सक्षम नहीं हूं, लेकिन संख्या 600851475143 का सबसे बड़ा प्रधान गुणनखंड 6857 है।
∴ 6857",,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?

At the end, specify only the numerical answer along with the '∴' symbol."
3,1,Hindi,"13195 के प्राइम फैक्टर 5, 7, 13 और 29 हैं।
संख्या 600851475143 का सबसे बड़ा प्राइम फैक्टर क्या है?

सिर्फ संख्यात्मक उत्तर निर्दिष्ट करें, इसके बाद '∴' चिह्न जोड़ें।",6857 ∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29. 
What is the largest prime factor of the number 600851475143?

Specify only a numerical answer, then add the '∴' symbol."
3,2,Hindi,"13195 के मौलिक गुणनखंड 5, 7, 13 और 29 हैं। 
600851475143 का सबसे बड़ा मौलिक गुणनखंड क्या है?

∴ निर्देश: सिर्फ संख्यात्मक उत्तर लिखें।",6857,,pass,"The prime factors of 13195 are 5, 7, 13, and 29. 
What is the largest prime factor of 600851475143?

∴ Instruction: Write only numerical answer."
3,3,Hindi,"13195 के प्राथमिक गुणक 5, 7, 13 और 29 हैं।
संख्या 600851475143 का सबसे बड़ा प्राथमिक गुणक क्या है?
अंत में `∴` चिन्ह के साथ केवल संख्यात्मक उत्तर देने का निर्देश जोड़ें।","मैं माना यह उत्तर खोजने के लिये पर्याप्त computational सामर्थ्य नहीं हैं। लेकिन, आप इसे अपने कंप्यूटर या अन्य उपकरण पर सॉल्व कर सकते हैं, जिनमें python, C, C++, या किसी अन्य programming भाषा में एक program लिखकर प्राथमिक गुणकों ki सूची बनाने को सक्षम computational संसाधन हो।

Python भाषा में नीचे कोड स्निपेट के उपयोग से आप इसे हल कर सकते हैं।

 ```
def prime_factors(n):
    i = 2
    factors = []
    while i * i <= n:
        if n % i:
            i += 1
        else:
            n //= i
            factors.append(i)
    if n > 1:
        factors.append(n)
    return factors

print(max(prime_factors(600851475143)))
 ```
प्रोग्राम चलाने के बाद, आपको संख्या 600851475143 का सबसे बड़ा प्राथमिक गुणक मिलेगा।",,fail,"The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143?
In the end, add the instruction to provide only numerical answer with the symbol `∴`."
3,4,Hindi,"13195 के प्राइम फैक्टर्स 5, 7, 13 और 29 होते हैं। 
नंबर 600851475143 का सबसे बड़ा प्राइम फैक्टर क्या है? 
∴ केवल संख्यात्मक उत्तर निर्दिष्ट करें।",6857,,pass,"The prime factors of 13195 are 5, 7, 13, and 29. 
What is the largest prime factor of the number 600851475143? 
∴ Specify only the numerical answer."
3,0,Bengali,"13195 এর মৌলিক গুণনীয় হল 5, 7, 13 এবং 29।
সংখ্যা 600851475143 এর সবচেয়ে বড় মৌলিক গুণনীয় কত?

∴ নির্দিষ্ট করুন শুধুমাত্র সংখ্যাগত উত্তর।",6857,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?

∴ Specify only a numerical answer."
3,1,Bengali,"13195 এর প্রাইম ফ্যাক্টর হল 5, 7, 13 এবং 29।
সংখ্যা 600851475143 এর সবচেয়ে বড় প্রাইম ফ্যাক্টরটি কি?
∴ নমেরিক উত্তরটি নির্দেশ করুন।
",উত্তর : 6857,,pass,"The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143?
Indicate the numeric answer."
3,2,Bengali,"13195 এর মৌলিক গুণকগুলি হলো 5, 7, 13 এবং 29।
600851475143 সংখ্যার সবচেয়ে বড় মৌলিক গুণক কত?

এর উত্তর কেবলমাত্র সংখ্যা দিয়ে নির্দেশ করুন এবং তারপরে ‘∴’ চিহ্ন যুক্ত করুন।",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143?

Indicate the answer only in numerical form and then add the '∴' symbol."
3,3,Bengali,"13195 এর মৌলক গুণক হলো 5, 7, 13 এবং 29। 
600851475143 সংখ্যার সবচেয়ে বড় মৌলিক গুণিতকটি কত? 
শুধুমাত্র সংখ্যাটি উত্তর হিসাবে দিন, এর পরে `∴` চিহ্ন যুক্ত করুন।",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143?
Give only the number as the answer, then add the symbol `∴`."
3,4,Bengali,"13195 এর মৌলিক গুণক হলো 5, 7, 13 এবং 29। 
সংখ্যা 600851475143 এর বৃহত্তম মৌলিক গুণকটি কত?

শুধুমাত্র সংখ্যাটি উল্লেখ করুন, তার পরে সেটির পরে `∴` চিহ্নটি যোগ করুন।",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29. 
What is the greatest prime factor of the number 600851475143?

Simply mention the number, then add the symbol `∴` after it."
3,0,Urdu,"13195 کے اصل عوامل 5، 7، 13 اور 29 ہیں۔
600851475143 کا سب سے بڑا اصل عامل کیا ہے؟
∴ صرف عددی جواب مخصوص کریں۔",6857,,pass,"The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of 600851475143?
∴ Specify only the numerical answer."
3,1,Urdu,"13195 کے اصل عوامل 5، 7، 13 اور 29 ہیں۔
600851475143 کا سب سے بڑا اصل عامل کیا ہے؟
اکھر میں صرف عددی جواب کا تفصیل کریں اور اس کے بعد `∴` علامت ڈالیں۔","ہم پہلے عدد 600851475143 کو 2 سے تقسیم کرنے کی کوشش کرتے ہیں ، لیکن یہ تقسیم نہیں ہوتا ہے لھذا ہم کہہ سکتے ہیں کہ 2 ایک اصل عامل نہیں ہے۔ پھر ہم اسے 3 سے تقسیم کرتے ہیں ، جو تقسیم کرنے میں کامیاب ہوتے ہے لیکن رمیزہ 8462696833 رہ جاتا ہے، جو اچھا اصل عامل نہیں ہے۔ 

یہ عمل جاری رکھنے کے بعد ، ہم 71 سے پہنچ جاتے ہیں جو دیے گئے عدد کو تقسیم کرتے ہوئے رمیزہ 8462696833 چھوڑ دیتا ہے۔ مزید کامیابی کے بعد ، ہم پھر اصل عامل 839 پر پہنچتے ہیں، جو رمیزہ 10086647 دیتا ہے۔ آگے بڑھتے ہوئے ہم 1471 اور 6857 پر پہنچتے ہیں ، جو بق",,pass,"The prime factors of 13195 are 5, 7, 13 and 29. 
What is the largest prime factor of 600851475143?
At the end, explain only the numerical answer and then put the `∴` symbol."
3,2,Urdu,"13195 کے ابتدائی عوامل 5، 7، 13 اور 29 ہیں۔
نمبر 600851475143 کا سب سے بڑا ابتدائی عامل کیا ہے؟
∴ صرف عددی جواب بتائیں۔",6857,,pass,"The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143?
∴ Only provide the numerical answer."
3,3,Urdu,"13195 کے ابتدائی عوامل 5، 7، 13 اور 29 ہیں۔ 
600851475143 کا سب سے بڑا ابتدائی عامل کیا ہے؟ 
∴ صرف عددی جواب بتائیں۔",6857,,pass,"The prime factors of 13195 are 5, 7, 13, and 29. What is the largest prime factor of 600851475143? Hence, only give a numerical answer.
"
3,4,Urdu,"13195 کے پرائم فیکٹرز 5 ، 7 ، 13 اور 29 ہیں۔
600851475143 کا سب سے بڑا پرائم فیکٹر کیا ہے؟
∴ اس کا جواب صرف عددی شکل میں بتایں۔",6857,,pass,"The prime factors of 13195 are 5, 7, 13 and 29. 
What is the largest prime factor of 600851475143? 
∴ Please answer in numerical form only."
3,0,Portuguese,"Os fatores primos de 13195 são 5, 7, 13 e 29.
Qual é o maior fator primo do número 600851475143?

Especifique apenas a resposta numérica no final, seguida pelo símbolo `∴`.",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143?

Specify only the numerical answer at the end, followed by the symbol `∴`."
3,1,Portuguese,"Os fatores primos de 13195 são 5, 7, 13 e 29.
Qual é o maior fator primo do número 600851475143?

Forneça apenas a resposta numérica no final, seguida do símbolo `∴`.",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?

Only provide the numerical answer at the end, followed by the symbol `∴`."
3,2,Portuguese,"Os fatores primos de 13195 são 5, 7, 13 e 29.
Qual é o maior fator primo do número 600851475143?

Especifique apenas a resposta numérica no final seguida do símbolo `∴`.",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13 and 29.
What is the largest prime factor of the number 600851475143?

Only specify the numerical answer at the end followed by the symbol `∴`."
3,3,Portuguese,"Os fatores primos de 13195 são 5, 7, 13 e 29.
Qual é o maior fator primo do número 600851475143 ?

Especifique apenas a resposta numérica no final seguida pelo símbolo `∴`.",6857 ∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?

Specify only the numerical answer at the end followed by the `∴` symbol."
3,4,Portuguese,"Os fatores primos de 13195 são 5, 7, 13 e 29.
Qual é o maior fator primo do número 600851475143 ?

Especifique apenas a resposta numérica no final seguida pelo símbolo `∴`.",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?

Specify only the numerical answer at the end followed by the symbol `∴`."
3,0,Amharic,"13195 የነው ዋናው አማካኝ ቁጥሮች 5, 7, 13ና 29 ናቸው።
600851475143 የነው ትላንትው ዋና አማካኝ ቁጥር የት ነው?
∴ ቁጥሩን ብቻ ያባኩዋል።",ያልተገለጸው የጥያቄ መልስ ምርጥ ዋና አማካኝ ቁጥር (የአማካኝ ቁጥር ቅን) በመለወጥ መቁመስ አይቻልም። ይህ መልክ ባለ በቂነት የቁጥር ቅን አይደለም። በጣም ትልቅ የሆነ ዋና አማካኝ ቁጥር መፈለግ ስራ መሆነውን እንቃወማለን፤ ስለዚህ እዚህ አብዛኛውን የኮምፒውተር አሳሳቢ የመስጠት ማለፍ ይቻላል። ወደፊት በምንልቅስ መፈለግ በየትኛውም ጊ,,fail,"The main factors of 13195 are 5, 7, 13 and 29.
What is the highest factor of 600851475143?
Therefore, they will calculate the number only."
3,1,Amharic,"የ 13195 ዋና እሴቶች 5, 7, 13 እና 29 ናቸው።
ቁጥሩ 600851475143 የሚስለው ታላቁ የባህሪ እሴ ምንድነው?
በባለፈው ጥያቄ የሚገኘው ቁጥርን ብቻ የሚጠቅሙ ማሳወቅ::",የ 600851475143 ታላቁ የባህሪ እሴ 6857 ነው።,,pass,"The prime factors of 13195 are 5, 7, 13, and 29. 
What is the largest prime factor of the number 600851475143?
In the previous question, knowing the prime factor is only useful."
3,2,Amharic,"13195 የቀዳሚ እሴቶች 5, 7, 13 እና 29 ናቸው።
ቁጥር 600851475143 የቀዳሚ ትልቅ እሴት ምንድን ነው? 
∴ የቁጥሩ ትልቁን የቀዳሚ እሴት ብቻ ያቁሙ።",የቁጥሩ 600851475143 የቀዳሚ ትልቅ እሴት 6857 ነው.,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?
∴ Only calculate the largest prime factor of the number."
3,3,Amharic,"የ13195 ዋና እርምጃ አማካኝያን 5, 7, 13 እና 29 ናቸው።
የቁጥሩ 600851475143 አማካኝ ዋና እርምጃ ምንድን ነው?

∴ በጽሑፍ ቁጥርን ብቻ ተከተሉ",የቁጥሩ 600851475143 ዋና አማካኝ እርምጃ 6857 ነው.,,pass,"The prime factors of 13195 are 5, 7, 13, and 29. 
What is the prime factor of the number 600851475143?

∴ Simply follow the written number."
3,4,Amharic,"13195 የዋና እሴቶች 5, 7, 13 እና 29 ናቸው።
ቁጥሩ 600851475143 ዋና እሴት ምንድነው? 

∴ ድምፅም ከንቲባውን ብቻ",ቁጥሩ 600851475143 የተቀሩት ዋና እሴቶች ሲታሰቡ የባለው እሴት 6857 ነው።,,pass,"The prime factors of 13195 are 5, 7, 13 and 29.
What is the prime factor of the number 600851475143?

Therefore, sound only from the amplifier."
3,0,Armenian,"13195-ի պարզ գործողները 5, 7, 13 և 29 են։
Ի՞նչ է թիվի 600851475143 ամենամեծ պարզ գործողը:

∴ Նշեք միայն թվային պատասխանը:",6857,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?

∴ Please give only a numerical answer."
3,1,Armenian,"13195-ի պարզ բաժանարարները են 5, 7, 13, և 29:
Որն է 600851475143 թիվի ամենամեծ պարզ բաժանարարը:
∴ Տվյալների ճիշտ պատասխանը նշված է:","Այս հարցանական հայտարարման լուծումն ավելի բարդ է, քան այն կարող է թվարմանչի տեսակ հաստատվել, և այն պահանջում է մի քանի ծրագրավորման միջոցներ։ 

Բացի համադրամասի բաժանարարի աշխատանքից, դուք կարող եք կիրառել Էրատոսթենեսի քեղաքանչի բաժանարարին։ Այս գործելակերպը ներառում է բո",,fail,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?
Therefore, the given answer is correct."
3,2,Armenian,"13195-ի պատմական գործողները՝ 5, 7, 13 և 29-ն են։
Ո՞րն է 600851475143 թվի ամենամեծ պատմական գործողը։
∴ գրել միայն թվային պատասխանը։",6857,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?
∴ Write only the numerical answer."
3,3,Armenian,"13195-ի պատկածական գործողները 5-, 7-, 13- և 29-ն են։
Ի՞նչ է 600851475143 թվի ամենամեծ պատկածական գործողը։
Սպասվում է որ կարծիքում թվի պատասխանը կարողանաք նշել `∴` նշանի առաջին էջի վերջինը։",∴ 600851475143 թվի ամենամեծ պատկածական գործողը 6857-ն է։,,pass,"The prime factors of 13195 are 5, 7, 13, and 29.
What is the largest prime factor of the number 600851475143?
It is expected that you can indicate the answer to the number opinion at the end of the first page of the `∴` sign."
3,4,Armenian,"13195-ի պարզ բաժանարարները 5-ը, 7-ը, 13-ը և 29-ը են։
Որն է 600851475143 թվին ամենամեծ պարզ բաժանարարը։

Համաձայնեցողը նշելու համար միայն թվային պատասխանը, վերջում կցելով `∴` նշանը։",6857∴,,pass,"The prime factors of 13195 are 5, 7, 13, and 29. 
What is the largest prime factor of the number 600851475143?

Only the numerical answer should be indicated for the agreement, ending with the symbol `∴`."
3,0,Burmese,"13195 နံပါတ်ရဲ့ ပင်ကိုးပါအစိတ်အပိုင်းနံပါတ်များက 5, 7, 13 နှင့် 29 ။
နံပါတ် 600851475143 ရဲ့ အကြီးဆုံး ပင်ကိုးပါအစိတ်အပိုင်းနံပါတ်ကို ဘယ်နံပါတ်ဖြစ်သနည်း?

∴ အဖြေ ကို နံပါတ် အဖြစ် သာ ဖေါ်ပြပါ။",အဖြေသည် 6857 ဖြစ်သည်။,,pass,"The prime factors of the number 13195 are 5, 7, 13 and 29. What is the largest prime factor of the number 600851475143?

Provide the answer as a number only."
3,1,Burmese,"13195 နံပါတ်၏ ပထမအက္ခရာ အားဖြင့် ဖြစ်သော 5, 7, 13 နှင့် 29 ဖြစ်သည်။ 
600851475143 နံပါတ်၏ အကြီးဆုံး ပထမအက္ခရာကို ဘယ်လို သိနိုင်သလဲ။

အောက်ပါအဖြေကို သာ ဖော်ပြပေးပါ။ '∴' သင်္ကေတနှင့် အတူ ဖော်ပြထားပါသည်။",ပထမဦးစွာ သင်္ကေတနှင့်အတူ 2 ခွဲလို့ရသော နံပါတ်ကို ရှာရန် ကောင်းပါသည်။ 600851475143 ကို 2 ခွဲလိုက်သွားပါ။ နောက်ထပ် အနည်းဆုံးနံပါတ်ဖြင့် ခွဲလို့ မရသောအထိ ပြန်လည်လုပ်ဆောင်သည်။ ,,fail,"The first digits of the number 13195 are 5, 7, 13, and 29. 
How can we find the largest prime number of 600851475143?

Please provide the answer below. It is presented with the symbol '∴'."
